Training for 378151 steps ...
     78/378151: episode: 1, duration: 0.190s, episode steps:  78, steps per second: 410, episode reward: 23.793, mean reward:  0.305 [-0.005,  0.470], mean action: 15.397 [0.000, 31.000],  loss: --, mae: --, mean_q: --
  22886/378151: episode: 119, duration: 1.636s, episode steps: 164, steps per second: 100, episode reward: 89.600, mean reward:  0.546 [ 0.087,  0.646], mean action: 16.335 [0.000, 31.000],  loss: 32.878246, mae: 126.161133, mean_q: 135.163803
  23016/378151: episode: 120, duration: 1.311s, episode steps: 130, steps per second:  99, episode reward: 47.577, mean reward:  0.366 [ 0.137,  0.470], mean action: 14.754 [0.000, 31.000],  loss: 22.569221, mae: 126.789330, mean_q: 135.641678
  23081/378151: episode: 121, duration: 0.627s, episode steps:  65, steps per second: 104, episode reward: 14.670, mean reward:  0.226 [ 0.087,  0.306], mean action: 14.846 [0.000, 31.000],  loss: 20.986830, mae: 127.417847, mean_q: 136.495789
  23348/378151: episode: 122, duration: 2.617s, episode steps: 267, steps per second: 102, episode reward: 144.805, mean reward:  0.542 [ 0.137,  0.656], mean action: 15.142 [0.000, 31.000],  loss: 43.062206, mae: 128.161667, mean_q: 137.123337
  23615/378151: episode: 123, duration: 2.640s, episode steps: 267, steps per second: 101, episode reward: 93.053, mean reward:  0.349 [-0.005,  0.453], mean action: 16.772 [0.000, 31.000],  loss: 27.768311, mae: 128.861954, mean_q: 137.863419
  23882/378151: episode: 124, duration: 2.568s, episode steps: 267, steps per second: 104, episode reward: 160.712, mean reward:  0.602 [ 0.017,  0.646], mean action: 18.423 [0.000, 31.000],  loss: 38.754860, mae: 130.309036, mean_q: 139.318497
  24059/378151: episode: 125, duration: 1.742s, episode steps: 177, steps per second: 102, episode reward: 38.741, mean reward:  0.219 [-0.005,  0.309], mean action: 12.695 [0.000, 31.000],  loss: 34.732437, mae: 130.739105, mean_q: 139.811157
  24326/378151: episode: 126, duration: 2.611s, episode steps: 267, steps per second: 102, episode reward: 97.320, mean reward:  0.364 [-0.005,  0.470], mean action: 15.910 [0.000, 31.000],  loss: 37.994381, mae: 132.087189, mean_q: 141.284988
  24593/378151: episode: 127, duration: 2.586s, episode steps: 267, steps per second: 103, episode reward: 106.165, mean reward:  0.398 [ 0.087,  0.436], mean action: 13.011 [0.000, 31.000],  loss: 46.485744, mae: 132.863235, mean_q: 142.314774
  24860/378151: episode: 128, duration: 2.609s, episode steps: 267, steps per second: 102, episode reward: 100.295, mean reward:  0.376 [ 0.015,  0.632], mean action: 16.745 [0.000, 31.000],  loss: 49.473446, mae: 133.295990, mean_q: 142.757980
  24919/378151: episode: 129, duration: 0.577s, episode steps:  59, steps per second: 102, episode reward: 14.580, mean reward:  0.247 [ 0.087,  0.303], mean action: 17.339 [1.000, 31.000],  loss: 41.754601, mae: 133.789886, mean_q: 143.122528
  24997/378151: episode: 130, duration: 0.816s, episode steps:  78, steps per second:  96, episode reward: 21.829, mean reward:  0.280 [ 0.133,  0.352], mean action: 14.731 [0.000, 31.000],  loss: 45.378967, mae: 134.579666, mean_q: 143.882080
  25264/378151: episode: 131, duration: 2.563s, episode steps: 267, steps per second: 104, episode reward: 102.522, mean reward:  0.384 [ 0.087,  0.413], mean action: 13.330 [0.000, 31.000],  loss: 47.185886, mae: 134.266312, mean_q: 143.696213
  25531/378151: episode: 132, duration: 2.641s, episode steps: 267, steps per second: 101, episode reward: 103.069, mean reward:  0.386 [-0.005,  0.638], mean action: 15.142 [0.000, 31.000],  loss: 45.629463, mae: 135.388214, mean_q: 145.124237
  25798/378151: episode: 133, duration: 2.563s, episode steps: 267, steps per second: 104, episode reward: 139.384, mean reward:  0.522 [-0.005,  0.645], mean action: 18.929 [0.000, 31.000],  loss: 32.592758, mae: 137.026535, mean_q: 146.773926
  26065/378151: episode: 134, duration: 2.640s, episode steps: 267, steps per second: 101, episode reward: 115.727, mean reward:  0.433 [ 0.087,  0.490], mean action: 13.700 [0.000, 31.000],  loss: 50.525780, mae: 138.704056, mean_q: 148.538376
  26332/378151: episode: 135, duration: 2.618s, episode steps: 267, steps per second: 102, episode reward: 71.071, mean reward:  0.266 [-0.005,  0.331], mean action: 14.165 [0.000, 31.000],  loss: 46.971531, mae: 138.964661, mean_q: 148.571793
  26521/378151: episode: 136, duration: 1.841s, episode steps: 189, steps per second: 103, episode reward: 58.586, mean reward:  0.310 [-0.005,  0.451], mean action: 11.968 [0.000, 31.000],  loss: 34.504082, mae: 139.896362, mean_q: 149.773071
  26570/378151: episode: 137, duration: 0.472s, episode steps:  49, steps per second: 104, episode reward: 10.340, mean reward:  0.211 [-0.005,  0.305], mean action: 16.408 [0.000, 31.000],  loss: 45.965252, mae: 139.647232, mean_q: 149.398804
  26837/378151: episode: 138, duration: 2.712s, episode steps: 267, steps per second:  98, episode reward: 51.143, mean reward:  0.192 [-0.005,  0.335], mean action: 14.378 [0.000, 31.000],  loss: 37.887794, mae: 140.637375, mean_q: 150.399094
  27043/378151: episode: 139, duration: 2.030s, episode steps: 206, steps per second: 101, episode reward: 38.334, mean reward:  0.186 [-0.005,  0.305], mean action: 12.976 [0.000, 31.000],  loss: 42.200066, mae: 141.384995, mean_q: 151.039734
  27310/378151: episode: 140, duration: 2.573s, episode steps: 267, steps per second: 104, episode reward: 105.097, mean reward:  0.394 [-0.005,  0.491], mean action: 17.225 [0.000, 31.000],  loss: 47.006874, mae: 142.437439, mean_q: 152.593521
  27379/378151: episode: 141, duration: 0.714s, episode steps:  69, steps per second:  97, episode reward: 22.163, mean reward:  0.321 [-0.005,  0.502], mean action: 13.681 [0.000, 30.000],  loss: 67.245781, mae: 142.452026, mean_q: 152.379288
  27646/378151: episode: 142, duration: 2.602s, episode steps: 267, steps per second: 103, episode reward: 58.161, mean reward:  0.218 [-0.005,  0.296], mean action: 15.404 [0.000, 31.000],  loss: 49.702904, mae: 143.995346, mean_q: 154.357254
  27913/378151: episode: 143, duration: 2.607s, episode steps: 267, steps per second: 102, episode reward: 114.828, mean reward:  0.430 [ 0.087,  0.485], mean action: 14.775 [0.000, 31.000],  loss: 54.701511, mae: 144.124161, mean_q: 154.318680
  28180/378151: episode: 144, duration: 2.616s, episode steps: 267, steps per second: 102, episode reward: 110.369, mean reward:  0.413 [ 0.116,  0.639], mean action: 15.873 [0.000, 31.000],  loss: 56.045361, mae: 144.406693, mean_q: 154.429245
  28449/378151: episode: 145, duration: 2.648s, episode steps: 269, steps per second: 102, episode reward: 58.356, mean reward:  0.217 [-0.005,  0.328], mean action: 15.011 [0.000, 31.000],  loss: 43.566269, mae: 145.288742, mean_q: 155.227676
  28716/378151: episode: 146, duration: 2.637s, episode steps: 267, steps per second: 101, episode reward: 109.055, mean reward:  0.408 [-0.005,  0.642], mean action: 15.228 [0.000, 31.000],  loss: 53.060314, mae: 145.822830, mean_q: 155.821014
  28971/378151: episode: 147, duration: 2.494s, episode steps: 255, steps per second: 102, episode reward: 77.964, mean reward:  0.306 [-0.005,  0.474], mean action: 15.961 [0.000, 31.000],  loss: 53.807968, mae: 146.350418, mean_q: 156.461273
  29238/378151: episode: 148, duration: 2.656s, episode steps: 267, steps per second: 101, episode reward: 51.719, mean reward:  0.194 [-0.005,  0.290], mean action: 16.142 [0.000, 31.000],  loss: 52.070827, mae: 146.955200, mean_q: 157.157074
  29505/378151: episode: 149, duration: 2.584s, episode steps: 267, steps per second: 103, episode reward: 148.462, mean reward:  0.556 [ 0.017,  0.646], mean action: 15.839 [0.000, 31.000],  loss: 53.628899, mae: 147.637589, mean_q: 157.834885
  29772/378151: episode: 150, duration: 2.636s, episode steps: 267, steps per second: 101, episode reward: 112.786, mean reward:  0.422 [ 0.087,  0.483], mean action: 15.049 [0.000, 31.000],  loss: 62.573948, mae: 147.681137, mean_q: 158.046936
  30039/378151: episode: 151, duration: 2.599s, episode steps: 267, steps per second: 103, episode reward: 72.619, mean reward:  0.272 [-0.005,  0.424], mean action: 16.528 [0.000, 31.000],  loss: 45.619003, mae: 149.136414, mean_q: 159.427521
  30208/378151: episode: 152, duration: 1.673s, episode steps: 169, steps per second: 101, episode reward: 83.861, mean reward:  0.496 [ 0.133,  0.645], mean action: 16.888 [0.000, 31.000],  loss: 50.805954, mae: 149.982880, mean_q: 160.346008
  30475/378151: episode: 153, duration: 2.635s, episode steps: 267, steps per second: 101, episode reward: 149.561, mean reward:  0.560 [-0.005,  0.646], mean action: 19.476 [0.000, 31.000],  loss: 59.609173, mae: 150.084076, mean_q: 160.804810
  30742/378151: episode: 154, duration: 2.621s, episode steps: 267, steps per second: 102, episode reward: 88.728, mean reward:  0.332 [-0.005,  0.473], mean action: 16.573 [0.000, 31.000],  loss: 40.101986, mae: 151.056274, mean_q: 161.470825
  31009/378151: episode: 155, duration: 2.646s, episode steps: 267, steps per second: 101, episode reward: 104.827, mean reward:  0.393 [ 0.116,  0.422], mean action: 17.888 [0.000, 31.000],  loss: 49.905716, mae: 152.031067, mean_q: 162.594223
  31276/378151: episode: 156, duration: 2.667s, episode steps: 267, steps per second: 100, episode reward: 90.553, mean reward:  0.339 [ 0.116,  0.463], mean action: 15.127 [0.000, 31.000],  loss: 47.996048, mae: 152.863464, mean_q: 163.707687
  31543/378151: episode: 157, duration: 2.602s, episode steps: 267, steps per second: 103, episode reward: 119.237, mean reward:  0.447 [ 0.087,  0.480], mean action: 13.738 [0.000, 31.000],  loss: 48.906441, mae: 153.618744, mean_q: 164.459915
  31725/378151: episode: 158, duration: 1.792s, episode steps: 182, steps per second: 102, episode reward: 71.137, mean reward:  0.391 [ 0.087,  0.478], mean action: 16.714 [0.000, 31.000],  loss: 43.440907, mae: 154.060928, mean_q: 164.731750
  31992/378151: episode: 159, duration: 2.645s, episode steps: 267, steps per second: 101, episode reward: 109.635, mean reward:  0.411 [ 0.116,  0.458], mean action: 15.423 [0.000, 31.000],  loss: 63.093693, mae: 155.495178, mean_q: 166.468109
  32010/378151: episode: 160, duration: 0.179s, episode steps:  18, steps per second: 100, episode reward:  3.711, mean reward:  0.206 [ 0.087,  0.301], mean action: 12.333 [0.000, 29.000],  loss: 43.197399, mae: 157.443314, mean_q: 168.198029
  32277/378151: episode: 161, duration: 2.606s, episode steps: 267, steps per second: 102, episode reward: 54.696, mean reward:  0.205 [-0.005,  0.300], mean action: 14.419 [0.000, 31.000],  loss: 58.332260, mae: 156.236084, mean_q: 167.202301
  32518/378151: episode: 162, duration: 2.395s, episode steps: 241, steps per second: 101, episode reward: 49.175, mean reward:  0.204 [-0.005,  0.306], mean action: 14.195 [0.000, 31.000],  loss: 43.430912, mae: 156.810654, mean_q: 167.760178
  32785/378151: episode: 163, duration: 2.615s, episode steps: 267, steps per second: 102, episode reward: 104.508, mean reward:  0.391 [-0.005,  0.453], mean action: 14.551 [0.000, 31.000],  loss: 48.214737, mae: 158.026016, mean_q: 169.136826
  33052/378151: episode: 164, duration: 2.655s, episode steps: 267, steps per second: 101, episode reward: 113.828, mean reward:  0.426 [-0.005,  0.612], mean action: 15.045 [0.000, 31.000],  loss: 60.700024, mae: 158.860489, mean_q: 169.894760
  33319/378151: episode: 165, duration: 2.673s, episode steps: 267, steps per second: 100, episode reward: 105.533, mean reward:  0.395 [ 0.087,  0.433], mean action: 12.566 [0.000, 31.000],  loss: 65.464203, mae: 158.776093, mean_q: 169.970306
  33586/378151: episode: 166, duration: 2.592s, episode steps: 267, steps per second: 103, episode reward: 70.375, mean reward:  0.264 [-0.005,  0.454], mean action: 14.135 [0.000, 31.000],  loss: 46.377167, mae: 159.464691, mean_q: 170.523163
  33853/378151: episode: 167, duration: 2.677s, episode steps: 267, steps per second: 100, episode reward: 102.225, mean reward:  0.383 [-0.005,  0.469], mean action: 16.142 [0.000, 31.000],  loss: 56.898708, mae: 160.152679, mean_q: 171.289795
  34120/378151: episode: 168, duration: 2.612s, episode steps: 267, steps per second: 102, episode reward: 117.026, mean reward:  0.438 [-0.005,  0.476], mean action: 15.109 [0.000, 31.000],  loss: 53.049858, mae: 161.589981, mean_q: 172.783554
  34387/378151: episode: 169, duration: 2.656s, episode steps: 267, steps per second: 101, episode reward: 119.878, mean reward:  0.449 [ 0.087,  0.478], mean action: 18.577 [0.000, 31.000],  loss: 50.383762, mae: 162.601822, mean_q: 173.773254
  34419/378151: episode: 170, duration: 0.318s, episode steps:  32, steps per second: 101, episode reward:  6.673, mean reward:  0.209 [-0.005,  0.302], mean action: 15.719 [0.000, 31.000],  loss: 60.673752, mae: 163.735107, mean_q: 175.077255
  34686/378151: episode: 171, duration: 2.657s, episode steps: 267, steps per second: 100, episode reward: 108.060, mean reward:  0.405 [-0.005,  0.464], mean action: 14.850 [0.000, 31.000],  loss: 69.809402, mae: 163.276459, mean_q: 174.737152
  34953/378151: episode: 172, duration: 2.636s, episode steps: 267, steps per second: 101, episode reward: 102.959, mean reward:  0.386 [ 0.087,  0.442], mean action: 18.884 [0.000, 31.000],  loss: 54.743374, mae: 164.136902, mean_q: 175.495163
  35220/378151: episode: 173, duration: 2.692s, episode steps: 267, steps per second:  99, episode reward: 102.867, mean reward:  0.385 [-0.005,  0.478], mean action: 17.045 [0.000, 31.000],  loss: 58.081165, mae: 165.247711, mean_q: 176.835083
  35279/378151: episode: 174, duration: 0.582s, episode steps:  59, steps per second: 101, episode reward: 16.102, mean reward:  0.273 [ 0.098,  0.470], mean action: 15.678 [0.000, 31.000],  loss: 58.122128, mae: 165.206863, mean_q: 176.644791
  35546/378151: episode: 175, duration: 2.653s, episode steps: 267, steps per second: 101, episode reward: 157.104, mean reward:  0.588 [ 0.133,  0.650], mean action: 12.993 [0.000, 31.000],  loss: 76.807495, mae: 165.622253, mean_q: 177.306381
  35813/378151: episode: 176, duration: 2.616s, episode steps: 267, steps per second: 102, episode reward: 63.847, mean reward:  0.239 [-0.005,  0.297], mean action: 15.067 [0.000, 31.000],  loss: 55.131924, mae: 165.438705, mean_q: 176.910080
  36080/378151: episode: 177, duration: 2.645s, episode steps: 267, steps per second: 101, episode reward: 127.187, mean reward:  0.476 [ 0.133,  0.640], mean action: 14.854 [0.000, 31.000],  loss: 58.522644, mae: 166.656021, mean_q: 178.392502
  36347/378151: episode: 178, duration: 2.601s, episode steps: 267, steps per second: 103, episode reward: 121.373, mean reward:  0.455 [ 0.116,  0.611], mean action: 14.532 [0.000, 31.000],  loss: 67.202805, mae: 165.933640, mean_q: 177.580734
  36614/378151: episode: 179, duration: 2.652s, episode steps: 267, steps per second: 101, episode reward: 103.870, mean reward:  0.389 [-0.005,  0.647], mean action: 13.764 [0.000, 31.000],  loss: 56.550022, mae: 166.633240, mean_q: 178.026169
  36881/378151: episode: 180, duration: 2.664s, episode steps: 267, steps per second: 100, episode reward: 71.325, mean reward:  0.267 [-0.005,  0.632], mean action: 14.794 [0.000, 31.000],  loss: 74.067520, mae: 165.955109, mean_q: 177.610641
  37148/378151: episode: 181, duration: 2.656s, episode steps: 267, steps per second: 101, episode reward: 93.175, mean reward:  0.349 [ 0.137,  0.409], mean action: 18.079 [1.000, 31.000],  loss: 71.639519, mae: 166.056915, mean_q: 177.632660
  37415/378151: episode: 182, duration: 2.704s, episode steps: 267, steps per second:  99, episode reward: 82.858, mean reward:  0.310 [-0.005,  0.476], mean action: 14.584 [0.000, 31.000],  loss: 63.209656, mae: 166.830536, mean_q: 178.382111
  37594/378151: episode: 183, duration: 1.769s, episode steps: 179, steps per second: 101, episode reward: 43.684, mean reward:  0.244 [-0.005,  0.496], mean action: 14.101 [0.000, 30.000],  loss: 44.615852, mae: 167.008362, mean_q: 178.514603
  37861/378151: episode: 184, duration: 2.636s, episode steps: 267, steps per second: 101, episode reward: 87.228, mean reward:  0.327 [-0.005,  0.341], mean action: 13.367 [0.000, 27.000],  loss: 81.779564, mae: 166.493851, mean_q: 178.147629
  38128/378151: episode: 185, duration: 2.678s, episode steps: 267, steps per second: 100, episode reward: 54.331, mean reward:  0.203 [-0.005,  0.294], mean action: 14.625 [0.000, 31.000],  loss: 66.503601, mae: 166.194611, mean_q: 177.932938
  38395/378151: episode: 186, duration: 2.643s, episode steps: 267, steps per second: 101, episode reward: 104.503, mean reward:  0.391 [ 0.116,  0.466], mean action: 14.401 [0.000, 31.000],  loss: 62.037834, mae: 166.855988, mean_q: 178.516647
  38662/378151: episode: 187, duration: 2.692s, episode steps: 267, steps per second:  99, episode reward: 101.864, mean reward:  0.382 [ 0.116,  0.435], mean action: 16.206 [0.000, 31.000],  loss: 66.885696, mae: 167.378738, mean_q: 179.117706
