Training for 378151 steps ...
     36/378151: episode: 1, duration: 0.169s, episode steps:  36, steps per second: 213, episode reward:  5.274, mean reward:  0.146 [-0.005,  0.306], mean action: 15.778 [0.000, 30.000],  loss: --, mae: --, mean_q: --
  20661/378151: episode: 119, duration: 2.770s, episode steps: 267, steps per second:  96, episode reward: 120.024, mean reward:  0.450 [ 0.087,  0.533], mean action: 14.794 [0.000, 31.000],  loss: 31.230019, mae: 112.372414, mean_q: 120.714584
  20928/378151: episode: 120, duration: 2.748s, episode steps: 267, steps per second:  97, episode reward: 39.783, mean reward:  0.149 [-0.005,  0.289], mean action: 15.970 [0.000, 31.000],  loss: 32.297447, mae: 113.744682, mean_q: 121.931709
  21039/378151: episode: 121, duration: 1.081s, episode steps: 111, steps per second: 103, episode reward: 22.327, mean reward:  0.201 [-0.005,  0.307], mean action: 13.730 [0.000, 31.000],  loss: 16.411892, mae: 115.385628, mean_q: 123.550362
  21306/378151: episode: 122, duration: 2.718s, episode steps: 267, steps per second:  98, episode reward: 105.957, mean reward:  0.397 [ 0.137,  0.455], mean action: 15.966 [0.000, 31.000],  loss: 26.021719, mae: 116.139954, mean_q: 124.273453
  21573/378151: episode: 123, duration: 2.660s, episode steps: 267, steps per second: 100, episode reward: 62.188, mean reward:  0.233 [-0.005,  0.298], mean action: 14.326 [0.000, 31.000],  loss: 33.068089, mae: 118.192032, mean_q: 126.557449
  21840/378151: episode: 124, duration: 2.756s, episode steps: 267, steps per second:  97, episode reward: 37.822, mean reward:  0.142 [-0.005,  0.298], mean action: 14.348 [0.000, 31.000],  loss: 33.070728, mae: 118.910088, mean_q: 127.418304
  22107/378151: episode: 125, duration: 2.743s, episode steps: 267, steps per second:  97, episode reward: 66.235, mean reward:  0.248 [-0.005,  0.360], mean action: 13.247 [0.000, 31.000],  loss: 33.244171, mae: 119.975464, mean_q: 128.621277
  22337/378151: episode: 126, duration: 2.331s, episode steps: 230, steps per second:  99, episode reward: 64.911, mean reward:  0.282 [-0.005,  0.360], mean action: 14.170 [0.000, 31.000],  loss: 43.548302, mae: 121.607651, mean_q: 130.573242
  22604/378151: episode: 127, duration: 2.661s, episode steps: 267, steps per second: 100, episode reward: 83.366, mean reward:  0.312 [ 0.017,  0.337], mean action: 9.929 [0.000, 28.000],  loss: 26.582502, mae: 123.215485, mean_q: 132.333664
  22641/378151: episode: 128, duration: 0.451s, episode steps:  37, steps per second:  82, episode reward:  8.364, mean reward:  0.226 [-0.005,  0.310], mean action: 11.919 [1.000, 31.000],  loss: 28.720839, mae: 123.947662, mean_q: 133.032639
  22908/378151: episode: 129, duration: 2.659s, episode steps: 267, steps per second: 100, episode reward: 102.677, mean reward:  0.385 [-0.005,  0.472], mean action: 15.236 [0.000, 31.000],  loss: 33.443504, mae: 125.384743, mean_q: 134.357529
  23175/378151: episode: 130, duration: 2.760s, episode steps: 267, steps per second:  97, episode reward: 102.494, mean reward:  0.384 [-0.005,  0.427], mean action: 14.150 [0.000, 31.000],  loss: 39.653278, mae: 126.693764, mean_q: 135.963394
  23442/378151: episode: 131, duration: 2.665s, episode steps: 267, steps per second: 100, episode reward: 70.063, mean reward:  0.262 [-0.005,  0.397], mean action: 15.970 [0.000, 31.000],  loss: 37.622196, mae: 127.384506, mean_q: 136.588333
  23709/378151: episode: 132, duration: 2.751s, episode steps: 267, steps per second:  97, episode reward: 47.493, mean reward:  0.178 [-0.005,  0.296], mean action: 15.307 [0.000, 31.000],  loss: 34.840618, mae: 127.812210, mean_q: 136.947678
  23976/378151: episode: 133, duration: 2.753s, episode steps: 267, steps per second:  97, episode reward: 82.842, mean reward:  0.310 [ 0.087,  0.326], mean action: 11.543 [0.000, 26.000],  loss: 39.410507, mae: 128.927490, mean_q: 138.258270
  24246/378151: episode: 134, duration: 2.727s, episode steps: 270, steps per second:  99, episode reward: 83.686, mean reward:  0.310 [-0.005,  0.632], mean action: 17.296 [0.000, 31.000],  loss: 44.331947, mae: 129.739746, mean_q: 139.326172
  24284/378151: episode: 135, duration: 0.385s, episode steps:  38, steps per second:  99, episode reward:  7.355, mean reward:  0.194 [-0.005,  0.305], mean action: 12.474 [0.000, 31.000],  loss: 22.977938, mae: 131.192505, mean_q: 140.446762
  24553/378151: episode: 136, duration: 2.767s, episode steps: 269, steps per second:  97, episode reward: 100.249, mean reward:  0.373 [ 0.087,  0.444], mean action: 16.814 [0.000, 31.000],  loss: 25.957111, mae: 131.552185, mean_q: 140.940613
  24820/378151: episode: 137, duration: 2.747s, episode steps: 267, steps per second:  97, episode reward: 74.389, mean reward:  0.279 [ 0.087,  0.308], mean action: 13.618 [0.000, 30.000],  loss: 45.251690, mae: 132.631790, mean_q: 142.262054
  25087/378151: episode: 138, duration: 2.712s, episode steps: 267, steps per second:  98, episode reward: 79.589, mean reward:  0.298 [-0.005,  0.464], mean action: 14.925 [0.000, 31.000],  loss: 42.304409, mae: 132.912079, mean_q: 142.589493
  25259/378151: episode: 139, duration: 1.767s, episode steps: 172, steps per second:  97, episode reward: 34.690, mean reward:  0.202 [-0.005,  0.339], mean action: 16.826 [0.000, 31.000],  loss: 36.057301, mae: 133.457687, mean_q: 142.973068
  25526/378151: episode: 140, duration: 2.749s, episode steps: 267, steps per second:  97, episode reward: 102.196, mean reward:  0.383 [-0.005,  0.480], mean action: 16.397 [0.000, 31.000],  loss: 38.531570, mae: 134.447601, mean_q: 144.246231
  25793/378151: episode: 141, duration: 2.689s, episode steps: 267, steps per second:  99, episode reward: 97.654, mean reward:  0.366 [-0.005,  0.449], mean action: 15.326 [0.000, 31.000],  loss: 36.197281, mae: 136.678024, mean_q: 146.421539
  26060/378151: episode: 142, duration: 2.772s, episode steps: 267, steps per second:  96, episode reward: 114.765, mean reward:  0.430 [ 0.087,  0.474], mean action: 15.498 [0.000, 31.000],  loss: 35.028992, mae: 137.467407, mean_q: 147.410324
  26327/378151: episode: 143, duration: 2.660s, episode steps: 267, steps per second: 100, episode reward: 81.709, mean reward:  0.306 [ 0.116,  0.308], mean action: 0.640 [0.000, 26.000],  loss: 41.574226, mae: 138.462494, mean_q: 148.907150
  26594/378151: episode: 144, duration: 2.784s, episode steps: 267, steps per second:  96, episode reward: 88.662, mean reward:  0.332 [ 0.137,  0.341], mean action: 7.794 [0.000, 30.000],  loss: 37.368687, mae: 138.677994, mean_q: 149.056763
  26861/378151: episode: 145, duration: 2.786s, episode steps: 267, steps per second:  96, episode reward: 94.299, mean reward:  0.353 [-0.005,  0.472], mean action: 11.655 [0.000, 31.000],  loss: 39.423096, mae: 140.146698, mean_q: 150.641174
  27131/378151: episode: 146, duration: 2.731s, episode steps: 270, steps per second:  99, episode reward: 63.843, mean reward:  0.236 [-0.005,  0.602], mean action: 14.244 [0.000, 31.000],  loss: 46.299412, mae: 140.497284, mean_q: 151.053146
  27398/378151: episode: 147, duration: 2.744s, episode steps: 267, steps per second:  97, episode reward: 48.311, mean reward:  0.181 [-0.005,  0.296], mean action: 14.933 [0.000, 31.000],  loss: 52.256531, mae: 141.364853, mean_q: 152.120239
  27665/378151: episode: 148, duration: 2.681s, episode steps: 267, steps per second: 100, episode reward: 104.933, mean reward:  0.393 [ 0.017,  0.456], mean action: 16.307 [0.000, 31.000],  loss: 44.519905, mae: 141.293274, mean_q: 151.902847
  27932/378151: episode: 149, duration: 2.737s, episode steps: 267, steps per second:  98, episode reward: 114.827, mean reward:  0.430 [ 0.087,  0.489], mean action: 15.816 [0.000, 31.000],  loss: 50.872520, mae: 142.571213, mean_q: 153.388351
  28199/378151: episode: 150, duration: 2.683s, episode steps: 267, steps per second: 100, episode reward: 55.144, mean reward:  0.207 [-0.005,  0.345], mean action: 16.281 [0.000, 31.000],  loss: 36.248955, mae: 143.684097, mean_q: 154.458099
  28466/378151: episode: 151, duration: 2.782s, episode steps: 267, steps per second:  96, episode reward: 48.962, mean reward:  0.183 [-0.005,  0.341], mean action: 14.869 [0.000, 31.000],  loss: 37.348301, mae: 145.148529, mean_q: 155.985931
  28733/378151: episode: 152, duration: 2.766s, episode steps: 267, steps per second:  97, episode reward: 81.390, mean reward:  0.305 [-0.005,  0.458], mean action: 14.566 [0.000, 31.000],  loss: 51.154736, mae: 146.240112, mean_q: 157.141586
  29000/378151: episode: 153, duration: 2.699s, episode steps: 267, steps per second:  99, episode reward: 76.135, mean reward:  0.285 [-0.005,  0.424], mean action: 14.427 [0.000, 31.000],  loss: 56.637207, mae: 146.488358, mean_q: 157.486191
  29267/378151: episode: 154, duration: 2.772s, episode steps: 267, steps per second:  96, episode reward: 104.914, mean reward:  0.393 [-0.005,  0.473], mean action: 16.745 [0.000, 31.000],  loss: 39.904663, mae: 147.666458, mean_q: 158.677078
  29534/378151: episode: 155, duration: 2.746s, episode steps: 267, steps per second:  97, episode reward: 54.172, mean reward:  0.203 [-0.005,  0.292], mean action: 16.180 [0.000, 31.000],  loss: 45.068825, mae: 148.120605, mean_q: 159.058029
  29801/378151: episode: 156, duration: 2.738s, episode steps: 267, steps per second:  98, episode reward: 105.807, mean reward:  0.396 [-0.005,  0.468], mean action: 15.060 [0.000, 31.000],  loss: 52.983688, mae: 148.489609, mean_q: 159.442093
  30068/378151: episode: 157, duration: 2.685s, episode steps: 267, steps per second:  99, episode reward: 80.859, mean reward:  0.303 [-0.005,  0.470], mean action: 9.719 [0.000, 31.000],  loss: 40.582527, mae: 149.918640, mean_q: 161.017792
  30337/378151: episode: 158, duration: 2.772s, episode steps: 269, steps per second:  97, episode reward: 131.157, mean reward:  0.488 [-0.005,  0.636], mean action: 15.472 [0.000, 31.000],  loss: 51.792912, mae: 149.933655, mean_q: 160.818634
  30604/378151: episode: 159, duration: 2.763s, episode steps: 267, steps per second:  97, episode reward: 64.724, mean reward:  0.242 [-0.005,  0.480], mean action: 15.161 [0.000, 31.000],  loss: 49.708889, mae: 150.849426, mean_q: 161.968567
  30871/378151: episode: 160, duration: 2.709s, episode steps: 267, steps per second:  99, episode reward: 129.543, mean reward:  0.485 [-0.005,  0.642], mean action: 15.393 [0.000, 31.000],  loss: 53.965927, mae: 151.723129, mean_q: 162.725983
  31017/378151: episode: 161, duration: 1.521s, episode steps: 146, steps per second:  96, episode reward: 50.499, mean reward:  0.346 [ 0.087,  0.403], mean action: 14.452 [0.000, 27.000],  loss: 55.447884, mae: 152.149994, mean_q: 163.215408
  31284/378151: episode: 162, duration: 2.744s, episode steps: 267, steps per second:  97, episode reward: 147.392, mean reward:  0.552 [ 0.116,  0.643], mean action: 15.644 [0.000, 31.000],  loss: 60.762806, mae: 152.003799, mean_q: 163.223846
  31551/378151: episode: 163, duration: 2.712s, episode steps: 267, steps per second:  98, episode reward: 50.560, mean reward:  0.189 [-0.005,  0.330], mean action: 16.217 [0.000, 31.000],  loss: 49.565269, mae: 152.815918, mean_q: 164.084305
  31623/378151: episode: 164, duration: 0.776s, episode steps:  72, steps per second:  93, episode reward: 16.654, mean reward:  0.231 [-0.005,  0.301], mean action: 16.333 [1.000, 31.000],  loss: 53.330437, mae: 153.001541, mean_q: 164.307831
  31890/378151: episode: 165, duration: 2.705s, episode steps: 267, steps per second:  99, episode reward: 116.509, mean reward:  0.436 [ 0.133,  0.487], mean action: 15.910 [0.000, 31.000],  loss: 54.935371, mae: 153.804153, mean_q: 165.137939
  31979/378151: episode: 166, duration: 0.951s, episode steps:  89, steps per second:  94, episode reward: 35.001, mean reward:  0.393 [ 0.133,  0.459], mean action: 13.112 [0.000, 31.000],  loss: 57.351437, mae: 154.275772, mean_q: 165.275925
  32246/378151: episode: 167, duration: 2.697s, episode steps: 267, steps per second:  99, episode reward: 114.611, mean reward:  0.429 [-0.005,  0.579], mean action: 14.622 [0.000, 31.000],  loss: 47.903923, mae: 154.664246, mean_q: 165.966736
  32513/378151: episode: 168, duration: 2.784s, episode steps: 267, steps per second:  96, episode reward: 80.263, mean reward:  0.301 [-0.005,  0.467], mean action: 15.790 [0.000, 31.000],  loss: 53.734566, mae: 155.220123, mean_q: 166.329407
  32780/378151: episode: 169, duration: 2.705s, episode steps: 267, steps per second:  99, episode reward: 61.742, mean reward:  0.231 [-0.005,  0.357], mean action: 15.524 [0.000, 31.000],  loss: 64.659637, mae: 155.594986, mean_q: 166.901718
  33047/378151: episode: 170, duration: 2.793s, episode steps: 267, steps per second:  96, episode reward: 94.720, mean reward:  0.355 [ 0.017,  0.476], mean action: 16.232 [0.000, 31.000],  loss: 43.095104, mae: 156.047424, mean_q: 167.497955
  33314/378151: episode: 171, duration: 2.733s, episode steps: 267, steps per second:  98, episode reward: 141.378, mean reward:  0.530 [ 0.133,  0.644], mean action: 14.577 [0.000, 31.000],  loss: 59.202660, mae: 156.942505, mean_q: 168.450089
  33581/378151: episode: 172, duration: 2.774s, episode steps: 267, steps per second:  96, episode reward: 99.259, mean reward:  0.372 [-0.005,  0.465], mean action: 15.007 [0.000, 31.000],  loss: 50.782070, mae: 157.076218, mean_q: 168.263870
  33848/378151: episode: 173, duration: 2.831s, episode steps: 267, steps per second:  94, episode reward: 115.032, mean reward:  0.431 [ 0.116,  0.466], mean action: 12.307 [2.000, 31.000],  loss: 56.964207, mae: 157.592789, mean_q: 169.318024
  34115/378151: episode: 174, duration: 2.708s, episode steps: 267, steps per second:  99, episode reward: 114.498, mean reward:  0.429 [ 0.116,  0.491], mean action: 17.112 [0.000, 31.000],  loss: 54.603748, mae: 158.096970, mean_q: 169.923401
  34382/378151: episode: 175, duration: 2.803s, episode steps: 267, steps per second:  95, episode reward: 121.839, mean reward:  0.456 [ 0.133,  0.505], mean action: 13.918 [0.000, 31.000],  loss: 55.268139, mae: 158.208710, mean_q: 169.881943
  34649/378151: episode: 176, duration: 2.688s, episode steps: 267, steps per second:  99, episode reward: 119.283, mean reward:  0.447 [-0.005,  0.649], mean action: 13.408 [0.000, 31.000],  loss: 66.104813, mae: 159.088455, mean_q: 170.908203
  34916/378151: episode: 177, duration: 2.787s, episode steps: 267, steps per second:  96, episode reward: 108.131, mean reward:  0.405 [-0.005,  0.470], mean action: 13.367 [0.000, 31.000],  loss: 56.840748, mae: 160.360657, mean_q: 172.168884
  35183/378151: episode: 178, duration: 2.727s, episode steps: 267, steps per second:  98, episode reward: 105.553, mean reward:  0.395 [-0.005,  0.486], mean action: 16.858 [0.000, 31.000],  loss: 74.344849, mae: 159.553253, mean_q: 171.495880
  35450/378151: episode: 179, duration: 2.798s, episode steps: 267, steps per second:  95, episode reward: 149.338, mean reward:  0.559 [ 0.137,  0.646], mean action: 11.431 [0.000, 31.000],  loss: 55.615189, mae: 160.758392, mean_q: 172.675217
  35464/378151: episode: 180, duration: 0.142s, episode steps:  14, steps per second:  98, episode reward:  3.407, mean reward:  0.243 [ 0.116,  0.314], mean action: 13.143 [1.000, 30.000],  loss: 39.471760, mae: 161.218185, mean_q: 172.197998
  35731/378151: episode: 181, duration: 2.796s, episode steps: 267, steps per second:  95, episode reward: 82.454, mean reward:  0.309 [-0.005,  0.559], mean action: 18.326 [0.000, 31.000],  loss: 56.568466, mae: 161.237747, mean_q: 173.066116
  35914/378151: episode: 182, duration: 1.905s, episode steps: 183, steps per second:  96, episode reward: 62.781, mean reward:  0.343 [ 0.137,  0.474], mean action: 15.104 [0.000, 31.000],  loss: 46.537415, mae: 162.806976, mean_q: 174.519180
  36181/378151: episode: 183, duration: 2.702s, episode steps: 267, steps per second:  99, episode reward: 98.616, mean reward:  0.369 [ 0.087,  0.443], mean action: 14.116 [0.000, 31.000],  loss: 60.853298, mae: 162.779465, mean_q: 174.822495
  36448/378151: episode: 184, duration: 2.790s, episode steps: 267, steps per second:  96, episode reward: 120.714, mean reward:  0.452 [ 0.137,  0.468], mean action: 16.135 [1.000, 29.000],  loss: 60.946423, mae: 163.126938, mean_q: 175.220352
  36715/378151: episode: 185, duration: 2.735s, episode steps: 267, steps per second:  98, episode reward: 109.699, mean reward:  0.411 [-0.005,  0.641], mean action: 14.217 [0.000, 31.000],  loss: 75.875618, mae: 162.953659, mean_q: 175.077240
  36836/378151: episode: 186, duration: 1.296s, episode steps: 121, steps per second:  93, episode reward: 39.020, mean reward:  0.322 [-0.005,  0.471], mean action: 14.438 [0.000, 31.000],  loss: 97.957344, mae: 162.570908, mean_q: 174.755676
  37103/378151: episode: 187, duration: 2.801s, episode steps: 267, steps per second:  95, episode reward: 95.432, mean reward:  0.357 [ 0.017,  0.403], mean action: 13.472 [0.000, 31.000],  loss: 53.842415, mae: 163.832916, mean_q: 176.109406
